,0
579,"Although there are a few things that I still need to process and analyze with the film (probably after another watch) Ludo is definitely one of the years most inventive films from Bollywood. It talks about sin, virtue, karma and a lot of other things and is beautifully choreographed as a multi linear anthology Black Comedy. It definitely has ""Pulp Fiction"" ""Super Deluxe"" and ""In Bruges"" Vibes and is a performance heavy film. The actors are just incredible in their respective characters and are perfectly cast. My only grievance with the film is that at the end of the film, Bittu (Abhishek Bachchan) gets killed as I felt that for the character, more than death it should have been love that would have been the perfect redemption for him. Rest, I am completely happy with the film. Maybe a few more viewings would throw some more light on the plot."
580,"Just loved it,all 4 stories were really HEARTOUCHING, It was really fun to watch.loved it!!"
581,"Movie was really nice yaar, it's a must watch for 2020
JUST EPICCC!"
582,Best movie. Do watch it . I assure you will not regret after watching it. Paisa wasool of Netflix subscription
583,LUDO is brilliantly written and the casting is just perfect. Right from the beginning it is fun ride full of comedy and tragedy. A good and must watch movie.Just don't miss out this one.
584,"The way four stories have been crossed over with each other is a fine example of how good Anurag is, a must watch!!"
585,"After lootcase, this film was the epic. Beautiful plot and script. Super acting by each character. But the little girl was away impressive and memorable.Anurag basu ur a GEM director"
586,"Acting of rajkumar, Tripathi and Abhishek is too good .. and all actors are also very good . But script not at it's best. But of hinduphobic content which I didn't like, but it's all u can expect from Anurag Basu. Rest one time watch is good not a family film"
587,"This is we are waiting for, it is released in the season of Diwali and its a ultimate blockbuster. The movie is so well crafted you will unable to predict what is going to be happen and when it does it makes you to smile on it.This is a beautiful film, everybody is great in this movie but the man of the match is RAJKUMAR RAO Sir. He is more than amazing, more than extraordinary, he is just mindblowing actor. Don't get the low rating so serious it is must watch movie."
588,"Anurag Basu is one of the few directors who have kept my faith in bollywood alive. I admire all his previous movies (barfi, life in a metro, murder, gangster) especially the way he explores the romance genre and integrates it with the rollercoaster of life. Coming back to Ludo, it's hands down one of the best movies of 2020 with 10/10 for its starcast, direction, screenplay and music. I really felt bad that I couldn't watch this in a theater as it is a full paisa wasool movie which both entertains and teaches you in a humorous way.. something quite rare in bollywood.Go watch it now and live with these amazing characters coming out of the box of genius filmmaker Anurag Basu. Thanks a lot for this movie sir..Hats Off🙏🙏🔥🔥"
589,"Excellent excellent & excellent must watch. Gr8 Story, good; outstanding"
590,Just wow! Didn't see this coming. Police guy and the Kerala girl was amazing.
591,"After long long time I watched such amazing movie.
Anurag, Abhishek Bacchan, Rajkumar, Pankaj, Aditya, Rohit, Geeta, Babita, ASHA, Praele kya must expression and acting the wow.
You all guys are great. Currently I am 24 old or Ludo aisa movie h jab m 60 Ka ho jaaunga tab bhi dekhna Pasand karunga."
592,"Pros :Excellent Cast! Just mind boggling to realize that such a BIG commendable cast could come togather for a EPIC MOVIE.WHAT PERFORMANCES, not gonna name any one, but from the BIG known ones to even the Cameo guys! Just ONE WORD - "" OUTSTANDING""Flawless execution of the script! The actors take You on a wild wild journey that's SO pleasant for every ones point of view.Engaging, NOT for a second You'd want to take Your eyes off the screen! Movie just engrosses you.Background score! WOW!CONS :MISSED IT ON THE BIG SCREEN 😭VERDICT :GRAB SOMETHING TO EAT! SIT DOWN WITH FRIENDS OR ALL ALONE! JUST HAVE A GREAT TIME WATCHING THIS MASTERPIECE UNRAVEL."
593,"You will just love Pankaj Tripathi's act. Story is a blend, too funnt, awesome old track in background. Just watch it till end if you live twists. Its a pack of surprises. -1 star only fr unnecessary songs."
594,"After watch this movie...love it
Change the life
Change your thinking"
595,This will probably be the best movie of 2020. Each character does justice to their roles. Brilliant story telling specially those little moments where one story overlaps with the other. Lot of surprises throughout. Loved it.
596,"An ordinary story, an extraordinary narration. Keeps you entertained from the very beginning to the end. The game never gets bored!!!"
597,Great fun..good comedy..enough action and perfect thriller..
598,"Best movie of 2020...Yes I mean its a complete package ..Guess what u demand anything ...LUDO won't disappoint u..Sensational acting by all the actor/actress...You will love to watch drama,starting,climax inaddition lovely song which u can't skip at all..Good creative direction with a moral lesson at the end of the movie..Simply It should be nominated to Oscar award...This movie won't let you even wink eyes."
599,Nice direction everything was good but a little bit more humur could enhance the movie very much.
